Indonesia,Batak
Kebijakan ini juga telah mengurangi persaingan antara pemberi pelayanan kesehatan tradisional dan pemberi pelayanan KIA modern,Habisukon On Musem Nunga Mangorui persaingan Holangholang pemberi Pangurupion Hahipason tradisional Dohot pemberi Pangurupion KIA modern
Baik bidan desa maupun dukun beranak di kabupaten ini mengaku tidak ada persaingan di antara mereka,Denggan Sibaso Lumban Olope Datu Maranak I Kabupaten On Mangangku Ndada Isi persaingan I Holangholang Nasida
Hal tersebut tergambar dalam beberapa pernyataan berikut ini,Bongka tersebut Targombar Bagas Pigapiga pernyataan Basa On
"Akan tetapi, tidak ada masyarakat yang tidak pernah menggunakan fasilitas KIA modern sama sekali","Naeng Alai, Ndada Isi Masarakat Na Ndada Hea Mamangke fasilitas KIA modern Sarupa Sahali"
"Hanya di wilayah yang terpencil dan/atau banyak penduduk miskinnya, masih ada yang tidak menggunakan KIA modern","Holan I Luat Na Tarpunjung Dohot/Manang Godang Isi miskinnya, Nari Isi Na Ndada Mamangke KIA modern"
"Sementara saat pascalahir, walaupun masih ada yang ditolong paraji, mereka tetap melakukan kontrol ke bidan","Santokin Sangga pascalahir, Aganan Nari Isi Na Diurupi paraji, Nasida Tongtong Padalanhon Pareso Tu Sibaso"
"Kalau tidak ada Bidan Eulis, baru ke puskesmas; tapi, yang utama ke Bidan Eulis","Anggo Ndada Isi Sibaso Eulis, Imbaru Tu puskesmas; Alai, Na Lopok Tu Sibaso Eulis"
Dukun beranak juga muncul pada urutan pertama pemberi pelayanan pascalahir di desa-desa berikut,Datu Maranak Musem Mullop Di Gansi Parjolo pemberi Pangurupion pascalahir I Lumban Basa
"Saat melahirkan memang masih ada yang menggunakan jasa paraji, akan tetapi selalu dihimbau agar selalu memberitahukan bidan","Sangga Manubuhon Laos Nari Isi Na Mamangke Haburjuon paraji, Naeng Alai Tongtong dihimbau Asa Tongtong Paboahon Sibaso"
"Ibu bidan yang kasi suntik, imunisasi, obat dan ajar kami cara merawat bayi dan cara menyusui bayi","Ina Sibaso Na kasi Turgis, imunisasi, Ubat Dohot Tutur Hami Sara Mangarorot Posoposo Dohot Sara Patarushon Posoposo"
"Seorang laki-laki dari Desa Mundu Pesisir, Mundu, Cirebon, Jawa Barat membenarkan","Sahalak Baea Sian Lumban Mundu Horisan, Mundu, Cirebon, Jaua Pastina Marhatohohon"
Beberapa pernyataan berikut ini menggambarkan hal tersebut,Pigapiga pernyataan Basa On Manggambarhon Bongka tersebut
"Tapi, begitu di rumah, Bidan Dede dan Bu Ayu itu hanya ngontrol","Alai, Ido I Jabu, Sibaso Dede Dohot Bu Ayu Ido Holan ngontrol"
"Setelah melahirkan, masyarakat di NTT umumnya tidak banyak menggunakan dukun beranak; tidak seperti di Jawa Barat","Dungkon Manubuhon, Masarakat I NTT umumnya Ndada Godang Mamangke Datu Maranak Ndada Tudos I Jaua Pastina"
Hujan-hujan pun kami pergi ke ibu bidan karena dari dia kami dapat semua pelayanan kesehatan mama-mama dan bayi di sini,Udan Pe Hami Lao Tu Ina Sibaso Alani Sian Ibana Hami Dohar Luhut Pangurupion Hahipason Dainang Dohot Posoposo I Son
"Di NTT, masyarakat sangat mengandalkan posyandu dan polindes untuk pemeriksaan pada saat hamil","I NTT, Masarakat Sai Mangasanghon posyandu Dohot polindes Di pemeriksaan Di Sangga Sandang"
"Ketika melahirkan, mereka juga mengandalkan polindes atau memanggil bidan desa ke rumah mereka","Andorang Manubuhon, Nasida Musem Mangasanghon polindes Manang Joujou Sibaso Lumban Tu Jabu Nasida"
Ibu bidan juga kasi aoesuntik sehata setelah ibu melahirkan,Ina Sibaso Musem kasi Turgis Hipas Dungkon Ina Manubuhon
"Pada saat melahirkan, mereka datang ke tempat praktik bidan atau memanggil bidan ke rumah mereka","Di Sangga Manubuhon, Nasida Ro Tu Inganan praktik Sibaso Manang Joujou Sibaso Tu Jabu Nasida"
"Kalau tensi darahnya tinggi atau kehamilan berisiko, ibu bidan bisa tangani","Anggo tensi Mudarna Timbo Manang kehamilan berisiko, Ina Sibaso Boi tangani"
Hal ini digambarkan oleh pernyataan-pernyataan berikut ini,Bongka On digambarkan Angkup pernyataan-pernyataan Basa On
"Ada infus, ukur tensi darah, suntikan, obat, alat timbang bayi","Isi infus, Dodo tensi Mudar, suntikan, Ubat, Ulaula Timbang Posoposo"
Bidan juga sedia kamar di polindes buat mama-mama yang baru melahirkan,Sibaso Musem Tupa Biluk I polindes Baen Dainang Na Imbaru Manubuhon
"Kalau jadwal imunisasi pasti, semua hadir kecuali anak sedang sakit","Anggo Jadual imunisasi Tangkas, Luhut Andar Dungkonsa Anak Andorang Hansit"
Semua anak-anak ditimbang di posyandu atau polindes,Luhut Anak Didasing I posyandu Manang polindes
"Bahkan di Jawa Barat, mereka pergi ke tempat praktik bidan untuk mendapatkan imunisasi","Gari I Jaua Pastina, Nasida Lao Tu Inganan praktik Sibaso Di Mandapothon imunisasi"
Ada memang anak yang tidak diimunisasi karena takut panas setelah diimunisasi,Isi Laos Anak Na Ndada diimunisasi Alani Biar Mohop Dungkon diimunisasi
Kami mau tahu anak masuk gizi buruk atau tidak,Hami Ra Boto Anak Masuk gizi Buruk Manang Ndada
Sebagian besar masyarakat mendapat pengetahuan gizi dari posyandu dan bidan desa,Deba Balga Masarakat Taruli Parbinotoan gizi Sian posyandu Dohot Sibaso Lumban
Anak dapat susu selama beberapa bulan supaya berat badan naik,Anak Dohar Dali Saleleng Pigapiga Bulan Asa Bonton Daging Nangkok
"Di sebagian besar posyandu, masyarakat bahkan secara sukarela membayar iuran untuk PMT","I Deba Balga posyandu, Masarakat Gari Sasara sukarela Manggarar Gugu Di PMT"
Saya melihat jumlah anak-anak yang kekurangan gizi di kecamatan ini cenderung bertambah,Au Marnida Lonsam Anak Na Hahurangan gizi I kecamatan On Sundung Marganda
Kami ekonomi sudah lemah jadi disuruh bayar,Hami Ekonomi Naung Gale Saut Disuru Garar
Apalagi setelah lihat di TV ada yang meninggal dan lumpuh setelah diimunisasi; makanya ada masyarakat yang takut,Haru Dungkon Ida I TV Isi Na Marujung Dohot Lumpu Dungkon diimunisasi; Dungkon Isi Masarakat Na Biar
Biasanya anak-anak yang sudah kena garis merah atau berat badannya kurang nanti kader atau ibu bidan suruh ke puskesmas,Somalna Anak Na Naung Hona Bibit Rara Manang Bonton Dagingna Hurang Annon kader Manang Ina Sibaso Suru Tu puskesmas
Anak saya menang lomba bayi sehat malah tidak dapat apa-apa,Anak Au Monang Lumba Posoposo Hipas Gariada Ndada Dohar Aha
"Atau, orang tua disuruh bawa anak ke puskesmas atau di Soe [Kabupaten TTS], ada tempat untuk menampung anak gizi buruk","Manang, Jolma Matua Disuru Boan Anak Tu puskesmas Manang I Soe Kabupaten TTS], Isi Inganan Di Manarehon Anak gizi Buruk"
Seorang kader posyandu berkomentar tentang tingkat kehadiran masyarakat di posyandu,Sahalak kader posyandu Mambahenpandapot Olap Tingkat Harorona Masarakat I posyandu
Belum lagi ibu-ibu yang dapat bantuan sering kasi iri kami yang tidak dapat bantuan,Ndangdope Muse Ina Na Dohar Tumpak Jotjot kasi Hapian Hami Na Ndada Dohar Tumpak
"Bagi masyarakat , kader posyandu merupakan sumber pengetahuan dan pertolongan terkait kesehatan ibu dan anak","Sagi Masarakat , kader posyandu merupakan Asal Parbinotoan Dohot Tumpak Porot Hahipason Ina Dohot Anak"
"Selama ini posisi kader posyandu sangat sentral , baik dalam pelayanan KIA modern maupun dalam kehidupan masyarakat","Saleleng On posisi kader posyandu Sai Ditongatonga , Denggan Bagas Pangurupion KIA modern Olope Bagas Hangoluan Masarakat"
"Selain kader utama atau ketua kader , kader posyandu yang lain cenderung berganti-ganti dan tidak bertahan lama","Angkupni kader Lopok Manang Katua kader , kader posyandu Na Asing Sundung Margonti Dohot Ndada Marpogo Leleng"
"Meskipun posisi mereka sentral dalam peningkatan taraf kesehatan masyarakat , tidak semuanya mendapatkan pelatihan","Aganpe posisi Nasida Ditongatonga Bagas peningkatan taraf Hahipason Masarakat , Ndada Sasudena Mandapothon pelatihan"
"Pada umumnya , bidan desa telah memiliki aoebidan kita , infus , dan pengukur tekanan darah","Di umumnya , Sibaso Lumban Nunga Mangarihon Sibaso kit , infus , Dohot Pangukur Pangondol Mudar"
"Bahkan , ada juga bangunan polindes yang sekaligus menjadi tempat tinggal bidan","Gari , Isi Musem Godung polindes Na Huhut Jala Inganan Tading Sibaso"
"Selain itu , ada juga dusun yang aksesnya lebih dekat ke puskesmas di desa tetangga daripada ke polindes di desa bersangkutan","Angkupni Ido , Isi Musem Lumban Na aksesnya Lobi Jonok Tu puskesmas I Lumban Hombarjabu daripada Tu polindes I Lumban Marsangkotan"
"Pada kebanyakan hasil pengamatan , posyandu tidak memiliki bangunan permanen","Di Pagodanghu Omo pengamatan , posyandu Ndada Mangarihon Godung permanen"
"Ada beberapa bangunan polindes juga yang dibangun atas prakarsa masyarakat , selain melalui kegiatan PPK","Isi Pigapiga Godung polindes Musem Na Dipauli Ginjang prakarsa Masarakat , Angkupni Marhitehite kegiatan PPK"
"Namun , ada juga polindes yang bangunannya belum permanen dan tidak memiliki fasilitas air dan listrik","Alai , Isi Musem polindes Na bangunannya Ndangdope permanen Dohot Ndada Mangarihon fasilitas Aek Dohot Listirik"
"Meskipun demikian , banyak anggota masyarakat yang menginginkan diadakannya bangunan permanen ini","Aganpe Alai , Godang Ruas Masarakat Na Manjarga diadakannya Godung permanen On"
"Idealnya , dalam satu desa dengan wilayah yang luas cakupannya dan terpencil , diperlukan lebih dari satu bidan desa","Idealnya , Bagas Sada Lumban Dohot Luat Na Bolak cakupannya Dohot Tarpunjung , Dihaporluhon Lobi Sian Sada Sibaso Lumban"
"Dengan keadaan yang ada , terdapat bidan desa yang menggabungkan dua posyandu atau lebih dalam satu kali penyelenggaraan posyandu","Dohot Hadongan Na Isi , Tardapot Sibaso Lumban Na Padomuhon Dua posyandu Manang Lobi Bagas Sada Loni penyelenggaraan posyandu"
"Tidak seperti di Jawa Barat , di NTT , bidan desa tidak melakukan praktik pribadi","Ndada Tudos I Jaua Pastina , I NTT , Sibaso Lumban Ndada Padalanhon praktik Diri"
"Kecuali kader posyandu , pada umumnya masyarakat masih sepenuhnya menjadi pengguna jasa pelayanan","Dungkonsa kader posyandu , Di umumnya Masarakat Nari Sagokna Jala pengguna Haburjuon Pangurupion"
"Bahkan , masyarakat sangat mendukung dan mengandalkan posyandu","Gari , Masarakat Sai Mangolophon Dohot Mangasanghon posyandu"
"Secara umum , kerja sama penyedia pelayanan KIA dengan masyarakat , termasuk aparat desa dan tokoh masyarakat , sangat baik","Sasara Boa , Karejo Sarupa penyedia Pangurupion KIA Dohot Masarakat , Padohot aparat Lumban Dohot Pangituai Masarakat , Sai Denggan"
"Di beberapa wilayah , masyarakat pun bersedia berjalan berkilo-kilo jauhnya untuk hadir di posyandu","I Pigapiga Luat , Masarakat Pe Ra Mardalan Kilo jauhnya Di Andar I posyandu"
"Masyarakat juga bersedia menjadi kader posyandu walau tanpa insentif sekalipun , atau kalaupun ada , sangat kecil jumlahnya","Masarakat Musem Ra Jala kader posyandu Agan Sopola insentif Atikpe , Manang Nang Isi , Sai Metmet Lonsamna"
"Di beberapa wilayah , aparat desa juga menyepakati diterapkannya denda yang diperkuat oleh perdes ( peraturan desa )","I Pigapiga Luat , aparat Lumban Musem Mambuhuli diterapkannya Dando Na diperkuat Angkup perdes Uhum Lumban"
"Selain itu , WFP ( World Food Programme ) memberikan susu , gula , minyak goreng , dan biskuit","Angkupni Ido , WFP ( World Food Programme ) Mangalehon Dali , Gula , Miak Saok , Dohot biskuit"
"Di NTT , peran lembaga donor cukup dominan dalam mendorong masyarakat untuk menggunakan pelayanan KIA","I NTT , Dohoti Dalihan donor Ris dominan Bagas Mangonjar Masarakat Di Mamangke Pangurupion KIA"
"Hal yang sama terjadi di Desa Oehela , Batu Putih , TTU","Bongka Na Sarupa Manjadi I Lumban Oehela , Batu Bontar , TTU"
"Namun , secara khusus mereka mengalami kesulitan dalam menjangkau paling tidak tiga kelompok masyarakat tertentu ,","Alai , Sasara Sudung Nasida Mandalani Hagogotan Bagas Mandungdung Timbil Ndada Tolu Horong Masarakat Hoding ,"
"Di Kabupaten Cirebon , nelayan seringkali harus mencari ikan jauh ke luar daerah","I Kabupaten Cirebon , Pardengke seringkali Ingkon Luluan Dengke Tais Tu Ruar Huta"
"Tabel tersebut juga mengindikasikan bahwa di NTT,ada wilayah yang jumlah dukunnya justru meningkat","Tabel tersebut Musem mengindikasikan Ima I NTT,ada Luat Na Lonsam dukunnya Laos Manimbuknimbuk"
"Di sebagian besar wilayah Jawa Barat , kecuali di wilayah terpencil , keberadaan dan peran dukun beranak semakin berkurang","I Deba Balga Luat Jaua Pastina , Dungkonsa I Luat Tarpunjung , Haadongan Dohot Dohoti Datu Maranak Lam Moru"
"Seorang dukun beranak di Darmaraja , Sumedang , Jawa Barat memberikan kesaksian berikut","Sahalak Datu Maranak I Darmaraja , Sumedang , Jaua Pastina Mangalehon kesaksian Basa"
"( Kepala desa di Darmaraja , Sumedang , West Java ) Paraji itu biasanya hanya untuk upacara adat , seperti digeyong begitu","Ulu Lumban I Darmaraja , Sumedang , West Java ) Paraji Ido Somalna Holan Di upacara Bangko , Tudos digeyong Ido"
"Pada Tabel 4 , terlihat bahwa jumlah dukun beranak di beberapa kecamatan justru meningkat","Di Tabel Opat , Tarbereng Ima Lonsam Datu Maranak I Pigapiga kecamatan Laos Manimbuknimbuk"
"Di NTT , dukun beranak bahkan juga menjadi kader posyandu","I NTT , Datu Maranak Gari Musem Jala kader posyandu"
"Akan tetapi , tidak ada masyarakat yang tidak pernah menggunakan fasilitas KIA modern sama sekali","Naeng Alai , Ndada Isi Masarakat Na Ndada Hea Mamangke fasilitas KIA modern Sarupa Sahali"
"Hanya di wilayah yang terpencil dan / atau banyak penduduk miskinnya , masih ada yang tidak menggunakan KIA modern","Holan I Luat Na Tarpunjung dan / atau Godang Isi miskinnya , Nari Isi Na Ndada Mamangke KIA modern"
"Untuk ibu hamil , dapat dikatakan bahwa seluruhnya telah melakukan pemeriksaan kesehatan secara rutin","Di Ina Sandang , Dohar Nidok Ima Saguman Nunga Padalanhon pemeriksaan Hahipason Sasara rutin"
"Saat melahirkan memang masih ada yang menggunakan jasa paraji , akan tetapi selalu dihimbau agar selalu memberitahukan bidan","Sangga Manubuhon Laos Nari Isi Na Mamangke Haburjuon paraji , Naeng Alai Tongtong dihimbau Asa Tongtong Paboahon Sibaso"
"Sementara saat pascalahir , walaupun masih ada yang ditolong paraji , mereka tetap melakukan kontrol ke bidan","Santokin Sangga pascalahir , Aganan Nari Isi Na Diurupi paraji , Nasida Tongtong Padalanhon Pareso Tu Sibaso"
"Kalau tidak ada Bidan Eulis , baru ke puskesmas; tapi , yang utama ke Bidan Eulis","Anggo Ndada Isi Sibaso Eulis , Imbaru Tu puskesmas; Alai , Na Lopok Tu Sibaso Eulis"
"Ibu bidan yang kasi suntik , imunisasi , obat dan ajar kami cara merawat bayi dan cara menyusui bayi","Ina Sibaso Na kasi Turgis , imunisasi , Ubat Dohot Tutur Hami Sara Mangarorot Posoposo Dohot Sara Patarushon Posoposo"
"Seorang laki-laki dari Desa Mundu Pesisir , Mundu , Cirebon , Jawa Barat membenarkan","Sahalak Baea Sian Lumban Mundu Horisan , Mundu , Cirebon , Jaua Pastina Marhatohohon"
"Setelah melahirkan , masyarakat di NTT umumnya tidak banyak menggunakan dukun beranak; tidak seperti di Jawa Barat","Dungkon Manubuhon , Masarakat I NTT umumnya Ndada Godang Mamangke Datu Maranak Ndada Tudos I Jaua Pastina"
"Tapi , begitu di rumah , Bidan Dede dan Bu Ayu itu hanya ngontrol","Alai , Ido I Jabu , Sibaso Dede Dohot Bu Ayu Ido Holan ngontrol"
"Pada saat melahirkan , mereka datang ke tempat praktik bidan atau memanggil bidan ke rumah mereka","Di Sangga Manubuhon , Nasida Ro Tu Inganan praktik Sibaso Manang Joujou Sibaso Tu Jabu Nasida"
"Di NTT , masyarakat sangat mengandalkan posyandu dan polindes untuk pemeriksaan pada saat hamil","I NTT , Masarakat Sai Mangasanghon posyandu Dohot polindes Di pemeriksaan Di Sangga Sandang"
"Ketika melahirkan , mereka juga mengandalkan polindes atau memanggil bidan desa ke rumah mereka","Andorang Manubuhon , Nasida Musem Mangasanghon polindes Manang Joujou Sibaso Lumban Tu Jabu Nasida"
"Kalau tensi darahnya tinggi atau kehamilan berisiko , ibu bidan bisa tangani","Anggo tensi Mudarna Timbo Manang kehamilan berisiko , Ina Sibaso Boi tangani"
"( FGD Kelompok Ibu , Susukan , Susukan , Cirebon , Jawa Barat ) Bidan punya alat lengkap","( FGD Horong Ina , Susukan , Susukan , Cirebon , Jaua Pastina Sibaso Puna Ulaula Pungu"
"Ada infus , ukur tensi darah , suntikan , obat , alat timbang bayi","Isi infus , Dodo tensi Mudar , suntikan , Ubat , Ulaula Timbang Posoposo"
Imunisasi paling banyak dilakukan di posyandu ( lihat Lampiran 16 ),Imunisasi Timbil Godang Dipadalan I posyandu Ida Lampiran Sampuluonom
"( FGD Kelompok Ibu , Neglasari , Darmaraja , Sumedang , Jawa Barat ) Jika tidak pakai bidan nanti bidan marah","( FGD Horong Ina , Neglasari , Darmaraja , Sumedang , Jaua Pastina Molo Ndada Pangke Sibaso Annon Sibaso Muruk"
"Bahkan di Jawa Barat , mereka pergi ke tempat praktik bidan untuk mendapatkan imunisasi","Gari I Jaua Pastina , Nasida Lao Tu Inganan praktik Sibaso Di Mandapothon imunisasi"
"Kalau jadwal imunisasi pasti , semua hadir kecuali anak sedang sakit","Anggo Jadual imunisasi Tangkas , Luhut Andar Dungkonsa Anak Andorang Hansit"
"( FGD Kelompok Ibu , Taunbaen , Biboki Utara , TTU , NTT ) Pokoknya anak harus lengkap imunisasinya , sampai selesai","( FGD Horong Ina , Taunbaen , Biboki Utara , TTU , NTT ) Bonana Anak Ingkon Pungu imunisasinya , Das Sae"
"Di sebagian besar posyandu , masyarakat bahkan secara sukarela membayar iuran untuk PMT","I Deba Balga posyandu , Masarakat Gari Sasara sukarela Manggarar Gugu Di PMT"
"( FGD Kelompok Ibu , Kuanek , Miomaffo Timur , TTU , NTT ) Anak ditimbang di posyandu dan beratnya dicatat kader di buku","( FGD Horong Ina , Kuanek , Miomaffo Purba , TTU , NTT ) Anak Didasing I posyandu Dohot Boratdo dicatat kader I Buku"
Bapak Kuwu ( kepala desa ) juga kadang kasih makanan di Kantor Balai Desa; ibu-ibu yang masak,Ama Kuwu Ulu Lumban Musem Sipata Asi Panganon I Kantor Balerong Lumban Ina Na Lompa
"Atau , orang tua disuruh bawa anak ke puskesmas atau di Soe [Kabupaten TTS] , ada tempat untuk menampung anak gizi buruk","Manang , Jolma Matua Disuru Boan Anak Tu puskesmas Manang I Soe Kabupaten TTS] , Isi Inganan Di Manarehon Anak gizi Buruk"
"( Kepala ( perempuan ) sebuah puskesmas di Biboki Utara , TTU ) Penambahan makanan bergizi untuk anak ( di posyandu ) tidak gratis","Ulu Parompuan Sabiji puskesmas I Biboki Utara , TTU ) Panggandaan Panganon bergizi Di Anak I posyandu ) Ndada Pere"
"( FGD Kelompok Ibu , Susukan , Susukan , Cirebon , Jawa Barat ) Kalau ada anak gizi buruk di sini , nanti ibu bidan kasi vitamin","( FGD Horong Ina , Susukan , Susukan , Cirebon , Jaua Pastina Anggo Isi Anak gizi Buruk I Son , Annon Ina Sibaso kasi Pitamin"
"( FGD Kelompok Bapak , Oehela , Batu Putih , TTS , NTT ) Kami tidak puas karena anak gizi buruk saja yang mendapat bantuan","( FGD Horong Ama , Oehela , Batu Bontar , TTS , NTT ) Hami Ndada Sombu Alani Anak gizi Buruk Ondeng Na Taruli Tumpak"
